accession_name	food_name	main_ingredient	ingredient_group	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
ERR2014806	nunu	milk	Dairy	CM_UNINA_FFOOD__FFOOD_270__bin.3	Streptococcus suis AA	51.3834	98.91	40	94.05	0.03	126	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014806	nunu	milk	Dairy	MAG_6	Klebsiella quasipneumoniae	17.9464	99.97	6.603	71.87	2.06	629	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014806	nunu	milk	Dairy	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	7.7777	99.98	6.353	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014806	nunu	milk	Dairy	MAG_19	Klebsiella pneumoniae	12.7207	98.34	3.373	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014806	nunu	milk	Dairy	MAG_312	Acinetobacter baumannii	4.4547	98.91	1.793	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ERR2014806	nunu	milk	Dairy	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	1.2715	98.89	0.917	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
ERR2014806	nunu	milk	Dairy	EBC_134.7	Klebsiella variicola	1.9359	97.39	0.464	99.07	3.09	126	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014806	nunu	milk	Dairy	LeechJ_xxxx__AF89__bin.7	Enterobacter vonholyi	0.9834	95.88	0.341	89.13303923	3.907431028	666	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2014806	nunu	milk	Dairy	FontanaF_2023__SRR20746839__bin.4	Limosilactobacillus fermentum	0.2705	98.8	0.222	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
ERR2014806	nunu	milk	Dairy	LeechJ_2020__ERS3967688__bin.2	Escherichia coli	0.6506	98.71	0.204	99.37169312	0.037202381	102	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
ERR2014806	nunu	milk	Dairy	LopezSanchezR_2023__SRR13708567__bin.13	Acinetobacter sp013417555	0.2629	97.54	0.16	74.78	2.02	552	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ERR2014806	nunu	milk	Dairy	GCF_001885995.1_ASM188599v1_genomic	Enterococcus G italicus	0.1701	95.53	0.102	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G
ERR2014806	nunu	milk	Dairy	MASTER_WP4_CSIC_1__P2235_73323__bin.9	Enterococcus faecalis	0.0728	98.64	0.036	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
ERR2014806	nunu	milk	Dairy	CM_UNINA_FFOOD__FFOOD_251__bin.10	Aeromonas caviae	0.0993	97.1	0.035	93.91	0.19	288	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas
ERR2014807	nunu	milk	Dairy	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	31.0591	99.96	33	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014807	nunu	milk	Dairy	MAG_19	Klebsiella pneumoniae	49.2981	100	17	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014807	nunu	milk	Dairy	LeechJ_2020__ERS3967688__bin.2	Escherichia coli	14.1633	99.6	5.775	99.37169312	0.037202381	102	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
ERR2014807	nunu	milk	Dairy	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	1.9356	98.8	1.815	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
ERR2014807	nunu	milk	Dairy	FontanaF_2023__SRR20746839__bin.4	Limosilactobacillus fermentum	0.6714	98.99	0.718	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
ERR2014807	nunu	milk	Dairy	MAG_6	Klebsiella quasipneumoniae	1.0816	97.42	0.518	71.87	2.06	629	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014807	nunu	milk	Dairy	CM_UNINA_FFOOD__FFOOD_270__bin.3	Streptococcus suis AA	0.4744	98.54	0.48	94.05	0.03	126	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014807	nunu	milk	Dairy	MAG_312	Acinetobacter baumannii	0.5795	98.07	0.303	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ERR2014807	nunu	milk	Dairy	GCF_006740305.1_ASM674030v1_genomic	Lactobacillus delbrueckii	0.1295	98.2	0.123	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ERR2014807	nunu	milk	Dairy	MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10	Acetobacter indonesiensis	0.1512	95.43	0.087	100	0	44	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2014807	nunu	milk	Dairy	LopezSanchezR_2023__SRR13708567__bin.13	Acinetobacter sp013417555	0.1058	98.4	0.084	74.78	2.02	552	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ERR2014807	nunu	milk	Dairy	LeechJ_2020__ERS3967702__bin.3	Kurthia gibsonii	0.1064	98.42	0.069	98.78587196	0.220750552	138	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Kurthia
ERR2014807	nunu	milk	Dairy	GCF_004771075.1_ASM477107v1_genomic	Weissella confusa	0.0797	98.64	0.065	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
ERR2014807	nunu	milk	Dairy	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	0.0945	96.67	0.06	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
ERR2014807	nunu	milk	Dairy	GCF_015244665.1_ASM1524466v1_genomic	Gluconobacter A japonicus	0.0698	98.78	0.039	100	0	25	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2014810	nunu	milk	Dairy	MAG_501	Lactococcus lactis	80.2465	96.73	52	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ERR2014810	nunu	milk	Dairy	FalardeauJ_2023__SRR20811279__bin.3	Lactiplantibacillus plantarum	11.093	98.87	5.286	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
ERR2014810	nunu	milk	Dairy	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	3.5787	98.51	1.851	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
ERR2014810	nunu	milk	Dairy	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	1.8946	98.71	1.457	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
ERR2014810	nunu	milk	Dairy	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	Leuconostoc falkenbergense	1.4361	99.3	1.202	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2014810	nunu	milk	Dairy	CM_UNINA_FFOOD__FFOOD_286__bin.4	Rothia kristinae	1.3443	99.46	0.833	97.93	0.17	171	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Rothia
ERR2014810	nunu	milk	Dairy	YulandiA_2020__SRS6115052__bin.21	Weissella paramesenteroides	0.2109	97.18	0.168	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
ERR2014810	nunu	milk	Dairy	MAG_19	Klebsiella pneumoniae	0.1562	96.46	0.044	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014810	nunu	milk	Dairy	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	0.0398	98.82	0.035	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014813	nunu	milk	Dairy	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	81.9835	99.98	71	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014813	nunu	milk	Dairy	MAG_19	Klebsiella pneumoniae	12.5115	99.24	3.517	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014813	nunu	milk	Dairy	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	2.2912	98.45	1.178	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
ERR2014813	nunu	milk	Dairy	LeechJ_2020__ERS3967688__bin.2	Escherichia coli	2.0424	99.32	0.679	99.37169312	0.037202381	102	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
ERR2014813	nunu	milk	Dairy	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	0.7936	98.79	0.607	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
ERR2014813	nunu	milk	Dairy	KharnaiorP_2023__SRR22859379__bin.8	Pediococcus pentosaceus	0.1471	98.34	0.136	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
ERR2014813	nunu	milk	Dairy	MASTER_WP4_CSIC_2__P2619__bin.31	Moraxella A sp002478835	0.0837	96.66	0.07	63.79310345	1.724137931	518	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella_A
ERR2014813	nunu	milk	Dairy	MAG_107	Bacillus A cereus	0.0475	100	0.055	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
ERR2014813	nunu	milk	Dairy	LeechJ_xxxx__AF15__bin.4	Bacillus A pacificus	0.0994	97.33	0.039	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
ERR2014814	nunu	milk	Dairy	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	62.6247	99.98	55	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014814	nunu	milk	Dairy	MAG_19	Klebsiella pneumoniae	27.9466	99.52	7.966	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2014814	nunu	milk	Dairy	WalshAM_2017__ERR1981175__bin.3	Streptococcus spp.	6.5663	99.89	5.933	93.79	0.7	275	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ERR2014814	nunu	milk	Dairy	GCF_004771075.1_ASM477107v1_genomic	Weissella confusa	1.5761	98.39	1.063	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
ERR2014814	nunu	milk	Dairy	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	0.4055	98.23	0.314	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
ERR2014814	nunu	milk	Dairy	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	0.3242	97.79	0.169	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
ERR2014814	nunu	milk	Dairy	LeechJ_2020__ERS3967688__bin.2	Escherichia coli	0.3209	99.29	0.108	99.37169312	0.037202381	102	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
ERR2014814	nunu	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	Enterococcus B faecium	0.1691	95.66	0.105	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
ERR2014814	nunu	milk	Dairy	MAG_191	Vagococcus sp003462485	0.0665	96.87	0.081	68.18	0.29	297	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus
ERR2102261	tea fermented	tea leaves	Botanical	MAG_148	Komagataeibacter spp.	26.1536	97.8	1572	59.07	7.43	128	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2102261	tea fermented	tea leaves	Botanical	GCF_011611525.1_ASM1161152v1_genomic	Komagataeibacter rhaeticus	42.4991	98.37	1557	100	0	6	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2102261	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939593__bin.5	Novacetimonas entanii	16.6381	100	897	98.00995025	0	66	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2102261	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939580__bin.2	Komagataeibacter xylinus C	11.1092	99.98	527	99.53057294	0.124378109	71	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2102261	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	3.3986	100	43	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
ERR2102261	tea fermented	tea leaves	Botanical	MAG_1	Variovorax sp900115375	0.063	99.87	0.968	94.21	0.63	506	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Variovorax
ERR2102261	tea fermented	tea leaves	Botanical	LimaC_2020__SRR9646966__bin.12	Novacetimonas maltaceti	0.017	95.16	0.876	87.2	0.21	102	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2102261	tea fermented	tea leaves	Botanical	LeechJ_2020__ERS3967723__bin.17	Komagataeibacter xylinus	0.0166	95.02	0.783	98.17846253	3.814262023	376	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2102261	tea fermented	tea leaves	Botanical	MAG_367	Afipia spp.	0.0217	99.38	0.774	51.79	4.34	887	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia
ERR2102261	tea fermented	tea leaves	Botanical	MASTER_WP4_UNINA_1__PA207_73417__bin.7	Hylemonella delicata	0.0174	99.3	0.687	89.75068166	1.360981308	637	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Hylemonella
ERR2102261	tea fermented	tea leaves	Botanical	MAG_307	Mesorhizobium terrae	0.0174	99.71	0.683	69.69	3.71	764	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium
ERR2102261	tea fermented	tea leaves	Botanical	MAG_98	Sphingomonas sp017418975	0.0131	99.71	0.495	79.4	3.25	605	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ERR2102261	tea fermented	tea leaves	Botanical	MAG_34	Cutibacterium acnes	0.0058	99.55	0.311	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
ERR2102261	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939655__bin.3	Caldimonas aquatica	0.0052	98.87	0.205	100	0.31152648	132	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Caldimonas
ERR2102261	tea fermented	tea leaves	Botanical	MAG_160	Brevundimonas sp001422455	0.0025	99.35	0.196	52.75	0.87	630	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ERR2102261	tea fermented	tea leaves	Botanical	MAG_2	Bradyrhizobium sp002831585	0.0115	97.15	0.192	95.74	2.78	579	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium
ERR2102261	tea fermented	tea leaves	Botanical	MASTER_WP4_UNINA_1__SC012_71775__bin.8	Sphingobium sp002312805	0.0028	98.93	0.138	72.25851309	1.336746303	777	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ERR2102261	tea fermented	tea leaves	Botanical	MAG_52	Lysobacter F thermophilus	0.0026	95.83	0.126	90.48	0.55	230	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter_F
ERR2102261	tea fermented	tea leaves	Botanical	MAG_31	Methyloversatilis discipulorum A	0.0035	98.36	0.124	95.92	3.04	160	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Methyloversatilis
ERR2102261	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939655__bin.10	JANWVO01 sp026002855	0.0014	97.76	0.042	96.5337132	1.709401709	146	Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;JANWVO01
ERR2126384	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939580__bin.2	Komagataeibacter xylinus C	33.9406	100	964	99.53057294	0.124378109	71	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2126384	tea fermented	tea leaves	Botanical	MAG_148	Komagataeibacter spp.	25.0364	97.79	901	59.07	7.43	128	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2126384	tea fermented	tea leaves	Botanical	GCF_011611525.1_ASM1161152v1_genomic	Komagataeibacter rhaeticus	38.8873	98.36	853	100	0	6	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2126384	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939593__bin.5	Novacetimonas entanii	1.7349	99.97	56	98.00995025	0	66	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2126384	tea fermented	tea leaves	Botanical	MAG_366	Anoxybacillus spp.	0.206	95.09	6.485	65.04	7.56	646	Bacillota;Bacilli;Bacillales;Anoxybacillaceae;Anoxybacillus
ERR2126384	tea fermented	tea leaves	Botanical	LeechJ_2020__ERS3967723__bin.17	Komagataeibacter xylinus	0.0478	95.52	1.349	98.17846253	3.814262023	376	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2126384	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.0791	99.69	0.599	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
ERR2126384	tea fermented	tea leaves	Botanical	MAG_160	Brevundimonas sp001422455	0.0057	99.18	0.269	52.75	0.87	630	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ERR2126384	tea fermented	tea leaves	Botanical	MAG_367	Afipia spp.	0.0123	95.61	0.262	51.79	4.34	887	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia
ERR2126384	tea fermented	tea leaves	Botanical	MAG_34	Cutibacterium acnes	0.0068	99.09	0.219	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
ERR2126384	tea fermented	tea leaves	Botanical	MAG_1	Variovorax sp900115375	0.0189	98.28	0.174	94.21	0.63	506	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Variovorax
ERR2126384	tea fermented	tea leaves	Botanical	MAG_98	Sphingomonas sp017418975	0.0058	97.94	0.131	79.4	3.25	605	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ERR2126384	tea fermented	tea leaves	Botanical	MAG_307	Mesorhizobium terrae	0.0053	97	0.125	69.69	3.71	764	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium
ERR2126384	tea fermented	tea leaves	Botanical	MASTER_WP4_UNINA_1__SC012_71775__bin.8	Sphingobium sp002312805	0.0042	97.87	0.121	72.25851309	1.336746303	777	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ERR2126384	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939655__bin.3	Caldimonas aquatica	0.0041	97.6	0.098	100	0.31152648	132	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Caldimonas
ERR2126384	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939655__bin.10	JANWVO01 sp026002855	0.0029	96.88	0.051	96.5337132	1.709401709	146	Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;JANWVO01
ERR2126384	tea fermented	tea leaves	Botanical	AlvarezOrdonezA_xxxx__Q01-30__bin.12	Xanthomonas campestris	0.002	95.71	0.035	91.89034823	0.724637681	682	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas
ERR2133080	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939580__bin.2	Komagataeibacter xylinus C	36.4346	100	1176	99.53057294	0.124378109	71	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2133080	tea fermented	tea leaves	Botanical	MAG_148	Komagataeibacter spp.	22.1289	97.8	905	59.07	7.43	128	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2133080	tea fermented	tea leaves	Botanical	GCF_011611525.1_ASM1161152v1_genomic	Komagataeibacter rhaeticus	34.8613	98.28	869	100	0	6	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2133080	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939593__bin.5	Novacetimonas entanii	5.8066	99.97	213	98.00995025	0	66	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2133080	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.4202	99.86	3.617	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
ERR2133080	tea fermented	tea leaves	Botanical	MAG_1	Variovorax sp900115375	0.1227	99.95	1.284	94.21	0.63	506	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Variovorax
ERR2133080	tea fermented	tea leaves	Botanical	LeechJ_2020__ERS3967723__bin.17	Komagataeibacter xylinus	0.0375	95.41	1.201	98.17846253	3.814262023	376	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2133080	tea fermented	tea leaves	Botanical	MAG_160	Brevundimonas sp001422455	0.0213	100	1.154	52.75	0.87	630	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ERR2133080	tea fermented	tea leaves	Botanical	MAG_367	Afipia spp.	0.0314	99.45	0.764	51.79	4.34	887	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia
ERR2133080	tea fermented	tea leaves	Botanical	MAG_98	Sphingomonas sp017418975	0.0285	99.76	0.734	79.4	3.25	605	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ERR2133080	tea fermented	tea leaves	Botanical	MAG_307	Mesorhizobium terrae	0.0257	99.89	0.687	69.69	3.71	764	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium
ERR2133080	tea fermented	tea leaves	Botanical	MASTER_WP4_UNINA_1__PA207_73417__bin.7	Hylemonella delicata	0.0229	99.06	0.612	89.75068166	1.360981308	637	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Hylemonella
ERR2133080	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939655__bin.3	Caldimonas aquatica	0.013	99.38	0.35	100	0.31152648	132	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Caldimonas
ERR2133080	tea fermented	tea leaves	Botanical	MAG_34	Cutibacterium acnes	0.0077	99.5	0.282	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
ERR2133080	tea fermented	tea leaves	Botanical	MASTER_WP4_UNINA_1__SC012_71775__bin.8	Sphingobium sp002312805	0.0083	99.06	0.275	72.25851309	1.336746303	777	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ERR2133080	tea fermented	tea leaves	Botanical	MAG_31	Methyloversatilis discipulorum A	0.0083	98.6	0.198	95.92	3.04	160	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Methyloversatilis
ERR2133080	tea fermented	tea leaves	Botanical	MAG_2	Bradyrhizobium sp002831585	0.0169	96.45	0.193	95.74	2.78	579	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium
ERR2133080	tea fermented	tea leaves	Botanical	MAG_52	Lysobacter F thermophilus	0.0042	97.75	0.141	90.48	0.55	230	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter_F
ERR2135449	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939593__bin.5	Novacetimonas entanii	27.2503	100	1143	98.00995025	0	66	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2135449	tea fermented	tea leaves	Botanical	MAG_148	Komagataeibacter spp.	19.1174	97.79	894	59.07	7.43	128	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2135449	tea fermented	tea leaves	Botanical	ArikanM_2020__ERS1939580__bin.2	Komagataeibacter xylinus C	23.9247	99.98	883	99.53057294	0.124378109	71	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
