accession_name	food_name	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
ERR4757843	tibicos	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.1968	99.3	0.076	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
ERR4757843	tibicos	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.1025	99.48	0.048	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
ERR4757843	tibicos	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.0367	98.58	0.017	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757845	kimchi	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.4756	99.44	0.418	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757846	kimchi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.1947	98.54	0.027	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757847	garlic fermented	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	28.1477	99.67	4.031	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757847	garlic fermented	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	1.9151	98.91	0.267	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757847	garlic fermented	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.9199	99.59	0.117	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
ERR4757847	garlic fermented	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.2479	98.88	0.044	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757847	garlic fermented	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.2953	97.49	0.031	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
ERR4757847	garlic fermented	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1927	96.77	0.023	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
ERR4757847	garlic fermented	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.1962	99.26	0.023	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
ERR4757848	dukkah sauerkraut	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.5835	99.54	0.202	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757848	dukkah sauerkraut	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.104	98.36	0.045	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757849	ginger fermented	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	2.3288	98.8	0.583	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757850	pickle daikon	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	3.003	99.72	1.105	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757850	pickle daikon	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.426	99.44	0.656	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757850	pickle daikon	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.9965	98.69	0.357	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757850	pickle daikon	MASTER_WP4_TEAGASC_1__TGS05-22__bin.3	Candida boidinii group 1	0.1942	98.58	0.046	80.3	0.2	4091	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea
ERR4757851	pickle okra	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	14.115	99.07	5.099	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757851	pickle okra	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	11.1799	99.68	4.144	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757852	pickle tomato	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.3161	98.85	0.16	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757854	tibicos	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	24.1557	99.09	9.221	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
ERR4757854	tibicos	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	18.5129	99.87	7.215	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
ERR4757854	tibicos	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	2.22	99.81	1.049	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
ERR4757854	tibicos	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	2.3122	99.56	0.968	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
ERR4757854	tibicos	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.062	98.5	0.037	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757855	kvass	MASTER_WP4_TEAGASC_1__TGS05-22__bin.3	Candida boidinii group 1	8.0576	98.94	2.226	80.3	0.2	4091	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea
ERR4757855	kvass	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	4.1921	98.86	1.555	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
ERR4757855	kvass	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	1.2832	99.62	0.557	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757855	kvass	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0969	99.27	0.037	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
ERR4757855	kvass	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.0741	99.67	0.031	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757855	kvass	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0559	97.34	0.03	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757856	tibicos	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	7.2325	98.9	3.541	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757856	tibicos	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	3.1355	99.78	1.399	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
ERR4757856	tibicos	MASTER_WP4_TEAGASC_1__TGS06-22__bin.9	Saturnispora mendoncae	1.6308	99.65	1.014	89	0.1	540	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Saturnispora
ERR4757856	tibicos	EBC_024.4	Kluyveromyces marxianus	0.0463	96.48	0.024	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
ERR4757857	carrot sticks	LeechJ_2020__ERS3967742__bin.3	Kazachstania barnettii	48.8424	100	13.004	93.4	1.4	1616	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
ERR4757857	carrot sticks	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.1759	99.2	0.05	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR4757859	beer ginger	LeechJ_2020__ERS3967742__bin.3	Kazachstania barnettii	0.2942	99.18	0.11	93.4	1.4	1616	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
ERR4757859	beer ginger	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.0788	98.07	0.029	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
ERR4757860	kimchi	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	1.1728	96.62	0.031	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ERR4757860	kimchi	LeechJ_2020__ERS3967742__bin.3	Kazachstania barnettii	1.2332	95.96	0.024	93.4	1.4	1616	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
ERR7245779	cheese	KastmanEK_2016__CSB720__bin.5	Scopulariopsis brevicaulis	0.016	98.79	0.061	93.5	0.6	604	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis
SRR10454485	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	5.4799	99.44	3.394	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10454490	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.4092	99.58	0.605	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10454511	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.6531	99.55	0.739	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10454512	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.6909	99.54	0.891	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10454514	sourdough	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.6967	99.8	1.404	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR10454514	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.5241	99.33	0.304	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10454517	sourdough	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.5187	97.66	0.136	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10664430	hongeo	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.278	99.22	0.169	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10664433	hongeo	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0551	97.52	0.061	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10997046	pulque	ChaconVargasK_2020__SRS6087094__bin.8	Saccharomyces paradoxus	3.6846	99.99	14.857	50	1	614	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10997047	pulque	ChaconVargasK_2020__SRS6087094__bin.8	Saccharomyces paradoxus	13.809	99.99	58	50	1	614	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10997048	pulque	ChaconVargasK_2020__SRS6087094__bin.8	Saccharomyces paradoxus	6.2148	100	8.888	50	1	614	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10997049	pulque	ChaconVargasK_2020__SRS6087094__bin.8	Saccharomyces paradoxus	8.8496	99.99	41	50	1	614	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR10997050	pulque	ChaconVargasK_2020__SRS6087094__bin.8	Saccharomyces paradoxus	0.0469	98.32	0.14	50	1	614	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11036331	tempeh	GCA_003325435.1_Razy_CA_genomic	Rhizopus oligosporus	11.9786	97.84	15	94.35	51.74	5774	Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus
SRR11036331	tempeh	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.0939	99.33	0.217	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR11036331	tempeh	MASTER_WP4_CSIC_2__P2556__bin.21	Candida intermedia	0.0089	96.94	0.034	99.4	0	149	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR11036331	tempeh	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	0.0248	95.64	0.03	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR11036332	tempeh	GCA_003325435.1_Razy_CA_genomic	Rhizopus oligosporus	38.6827	98.07	25	94.35	51.74	5774	Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus
SRR11036332	tempeh	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.1685	99.23	0.201	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR11036332	tempeh	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.0568	99.65	0.103	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR11602139	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.5689	99.55	1.158	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602139	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.2397	99.57	0.34	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602139	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0549	97.13	0.076	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602139	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0155	98.84	0.029	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602147	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	2.8548	99.75	7.597	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602147	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.2585	99.65	2.338	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602147	chocolate	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.059	98.87	0.115	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR11602147	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0534	98.59	0.097	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602147	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0248	99.23	0.061	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602147	chocolate	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.0179	96.68	0.046	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602147	chocolate	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.0392	98.72	0.041	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR11602148	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	3.7035	99.7	10.208	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602148	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	3.4049	99.72	6.551	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602148	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.7549	98.59	1.417	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602148	chocolate	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.1348	98.51	0.272	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR11602148	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0478	99.19	0.121	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602148	chocolate	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.0348	98.96	0.093	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602148	chocolate	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.0207	97.99	0.04	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR11602148	chocolate	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.0136	97.61	0.023	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR11602148	chocolate	MASTER_WP4_CSIC_2__P2556__bin.21	Candida intermedia	0.0095	96.84	0.017	99.4	0	149	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR11602149	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	1.3986	99.54	4.17	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602149	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.1441	99.65	2.381	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602149	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.1187	98.18	0.241	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602149	chocolate	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.0401	97.64	0.087	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR11602149	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0313	98.69	0.085	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602149	chocolate	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.02	98.09	0.058	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602153	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0163	99.53	0.051	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602154	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.5475	99.6	1.789	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602154	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.5012	99.68	1.143	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602154	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.1154	98.48	0.257	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602154	chocolate	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.04	96.81	0.096	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR11602154	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.0092	97.73	0.027	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602155	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	2.109	99.68	5.946	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602155	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.376	99.7	0.74	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602155	chocolate	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.0422	97.33	0.087	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR11602155	chocolate	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0237	97.36	0.046	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR11602155	chocolate	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	0.012	97.77	0.031	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
SRR11602156	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0542	99.42	0.188	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602156	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0185	97.76	0.045	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11602157	chocolate	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.1908	99.54	0.646	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR11602157	chocolate	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0225	99.56	0.053	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11605264	yogurt	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.081	95.1	0.078	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR11605264	yogurt	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0462	97.68	0.048	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR11605264	yogurt	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0326	97.51	0.036	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR11605266	yogurt	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.1669	95.64	0.1	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR11605267	yogurt	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0955	96.65	0.064	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR11605274	yogurt	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0749	95.15	0.058	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR13308521	koumiss	EBC_024.4	Kluyveromyces marxianus	62.1582	98.86	833	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR13308521	koumiss	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	12.957	96.46	134	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR13308521	koumiss	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.08	99.68	0.92	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR13308521	koumiss	MASTER_WP4_CSIC_2__P2561__bin.3	Candida zeylanoides	0.0192	99.64	0.34	60.9	0	1948	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Kurtzmaniella
SRR13308521	koumiss	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.0084	98.18	0.095	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR13308521	koumiss	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0071	97.37	0.077	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR13308522	koumiss	EBC_024.4	Kluyveromyces marxianus	17.8754	98.74	211	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR13308522	koumiss	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	1.7565	96.31	16	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR13308522	koumiss	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.0034	97.33	0.034	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
