run_accession	study_accession	study_title	experiment_accession	experiment_title	library_strategy	library_selection	library_layout	instrument_model	instrument_model_desc	run_total_bases	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type
ERR11865366	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263484	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	3347588182	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865367	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263485	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	350812700	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865368	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263486	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	844235637	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865369	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263487	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	864909640	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865370	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263488	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	707278857	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865371	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263489	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	631238356	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865372	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263490	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	823862202	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865373	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263491	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	728175508	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865374	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263492	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	801004154	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865375	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263493	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	748031628	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865376	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263494	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	801710129	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865377	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263495	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	622919945	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865378	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263496	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	570573828	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865379	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263497	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	849672610	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865380	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263498	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	749042276	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865381	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263499	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	567995411	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865382	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263500	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	710264407	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865383	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263501	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	756246592	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865384	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263502	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	857820361	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865385	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263503	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	312222549	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865386	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263504	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	430548908	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865387	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263505	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	676408412	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865388	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263506	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	665397753	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865389	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263507	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	544667806	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865390	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263508	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	573211605	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865391	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263509	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	567286315	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865392	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263510	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	650540914	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865393	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263511	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	530732494	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865394	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263512	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	546179269	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865395	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263513	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	663402750	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865396	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263514	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	663854116	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865397	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263515	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	463970144	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865398	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263516	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	696915534	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865399	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263517	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	913791126	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865400	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263518	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	727108214	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865401	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263519	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	509703074	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865403	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263521	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	705501409	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865404	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263522	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	723736039	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865405	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263523	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	555248908	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865406	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263524	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	802684558	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865407	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263525	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	801310230	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865408	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263526	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	879954354	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865409	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263527	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	664559067	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865410	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263528	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	672575606	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865411	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263529	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	831992613	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865412	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263530	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	800203585	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865413	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263531	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	525960800	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865414	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263532	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	817655263	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865415	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263533	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	858502292	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865416	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263534	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	848147117	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865417	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263535	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	725352246	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865418	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263536	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	789682855	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865419	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263537	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	866799934	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865420	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263538	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	873852248	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865421	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263539	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	604175112	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865422	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263540	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	521040964	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865423	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263541	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	863720151	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865424	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263542	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	813071400	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865425	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263543	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	817678605	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865426	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263544	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	748801303	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865427	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263545	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	597024169	kefir	kefir	Animal	Dairy	milk	beverage
ERR11865428	ERP150416	Analysis of the milk kefir pan-metagenome reveals four community types, core species and associated metabolic pathways.	ERX11263546	NextSeq 500 paired end sequencing	OTHER	RANDOM	PAIRED	NextSeq 500	ILLUMINA	889503952	kefir	kefir	Animal	Dairy	milk	beverage
